tipo_documento,archivo_pdf,id_siniestro,proveedor,ruc,ruc_invalido,fecha_factura,numero_factura,cliente,placa,subtotal,iva,total,factura_alterada,caso_marcado,texto_extraido,ruta_pdf,id_documento,numero_parte,fecha_elaboracion,fecha_hecho,hora_hecho,lugar,tipo_accidente,consecuencias,flagrancia,robo,perdida_total,lesionados,detenidos,sin_denuncia_previa,sin_testigos,parte_tardio_dias,placa_asegurado,observaciones,nombre_asegurado,poliza,fecha_accidente,hora_accidente,danos_declarados,relato,velocidad_kmh,tercero_identificado,placa_tercero,sin_intervencion_policial
Factura,Muestras_Facturas_Siniestros-SIN-0028.pdf,SIN-0028,TALLER CHIMBORAZO EXPRESS,0992341234001,False,2025-07-13,001-002-476219099,Espinoza Rueda Cinthya Dayana Placa: PIC-1234,PIC-1234,7122.32,1040.48,8477.0,False,Inconsistente,"Subtotal 15%
$7122.32
IVA 15%
$1040.48
TOTAL A PAGAR
$8477.00
TALLER CHIMBORAZO EXPRESS
Servicios Automotrices Integrales
RUC: 0992341234001
Quito, Ecuador
Tel: (02) 2853758 
FACTURA
Nº: 001-002-476219099
Fecha: 2025-07-13
Siniestro Ref: SIN-0028 
Cliente:
Espinoza Rueda Cinthya Dayana Placa:
PIC-1234
C.I./RUC:
1751660063
Vehículo:
SUV Multimarca
Cant.
Descripción
V. Unitario
V. Total
1
Reparación de carrocería y pintura (Siniestro
SIN-0028)
$4273.39
$4273.39
1
Repuestos originales y mano de obr",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\facturas\Muestras_Facturas_Siniestros-SIN-0028.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factura,Muestras_Facturas_Siniestros-SIN-0029.pdf,SIN-0029,AUTOMOTRIZ AMBATO CENTRAL,0992341234001,False,2025-07-22,001-002-951063631,Brito Ordóñez Henry Omar,TNB-1029,11547.32,1686.91,13433.0,False,Inconsistente,"Subtotal 15%
$11547.32
IVA 15%
$1686.91
TOTAL A PAGAR
$13433.00
AUTOMOTRIZ AMBATO CENTRAL
Servicios Automotrices Integrales
RUC: 0992341234001
Quito, Ecuador
Tel: (02) 2151652 
FACTURA
Nº: 001-002-951063631
Fecha: 2025-07-22
Siniestro Ref: SIN-0029 
Cliente:
Brito Ordóñez Henry Omar
Placa:
TNB-1029
C.I./RUC:
1777189265
Vehículo:
SUV Multimarca
Cant.
Descripción
V. Unitario
V. Total
1
Reparación de carrocería y pintura (Siniestro
SIN-0029)
$6928.39
$6928.39
1
Repuestos originales y mano de obra
m",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\facturas\Muestras_Facturas_Siniestros-SIN-0029.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factura,Muestras_Facturas_Siniestros-SIN-0030.pdf,SIN-0030,SERVICIO TÉCNICO LOJA,0992341234001,False,2025-07-26,001-002-638688850,Pacheco Vélez Gloria Susana,MNT-7384,3909.82,571.17,4879.0,False,Inconsistente,"Subtotal 15%
$3909.82
IVA 15%
$571.17
TOTAL A PAGAR
$4879.00
SERVICIO TÉCNICO LOJA
Servicios Automotrices Integrales
RUC: 0992341234001
Quito, Ecuador
Tel: (02) 2952876 
FACTURA
Nº: 001-002-638688850
Fecha: 2025-07-26
Siniestro Ref: SIN-0030 
Cliente:
Pacheco Vélez Gloria Susana
Placa:
MNT-7384
C.I./RUC:
1787434253
Vehículo:
SUV Multimarca
Cant.
Descripción
V. Unitario
V. Total
1
Reparación de carrocería y pintura (Siniestro
SIN-0030)
$2345.89
$2345.89
1
Repuestos originales y mano de obra
mecán",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\facturas\Muestras_Facturas_Siniestros-SIN-0030.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factura,Muestras_Facturas_Siniestros-SIN-0032.pdf,SIN-0032,TALLER PORTUARIO GUAYAQUIL,0992341234001,False,2025-07-10,001-002-160293741,Cabrera Yépez Marcelo Javier,LOJ-8834,9170.54,1339.7,10771.0,False,Inconsistente,"Subtotal 15%
$9170.54
IVA 15%
$1339.70
TOTAL A PAGAR
$10771.00
TALLER PORTUARIO GUAYAQUIL
Servicios Automotrices Integrales
RUC: 0992341234001
Quito, Ecuador
Tel: (02) 2833419 
FACTURA
Nº: 001-002-160293741
Fecha: 2025-07-10
Siniestro Ref: SIN-0032 
Cliente:
Cabrera Yépez Marcelo Javier
Placa:
LOJ-8834
C.I./RUC:
1727704578
Vehículo:
SUV Multimarca
Cant.
Descripción
V. Unitario
V. Total
1
Reparación de carrocería y pintura (Siniestro
SIN-0032)
$5502.32
$5502.32
1
Repuestos originales y mano de ob",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\facturas\Muestras_Facturas_Siniestros-SIN-0032.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factura,Muestras_Facturas_Siniestros-SIN-0035.pdf,SIN-0035,AUTOMOTRIZ CENTRO SUR,0992341234001,False,2025-07-11,001-002-105322454,Palacios Andrade Cristóbal Sebastián,SDO-1847,6377.68,931.7,7643.0,False,Inconsistente,"Subtotal 15%
$6377.68
IVA 15%
$931.70
TOTAL A PAGAR
$7643.00
AUTOMOTRIZ CENTRO SUR
Servicios Automotrices Integrales
RUC: 0992341234001
Quito, Ecuador
Tel: (02) 2476048 
FACTURA
Nº: 001-002-105322454
Fecha: 2025-07-11
Siniestro Ref: SIN-0035 
Cliente:
Palacios Andrade Cristóbal
Sebastián
Placa:
SDO-1847
C.I./RUC:
1788970666
Vehículo:
SUV Multimarca
Cant.
Descripción
V. Unitario
V. Total
1
Reparación de carrocería y pintura (Siniestro
SIN-0035)
$3826.61
$3826.61
1
Repuestos originales y mano de o",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\facturas\Muestras_Facturas_Siniestros-SIN-0035.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parte Policial,PP_SIN-0005_DOC-0012.pdf,SIN-0005,,,,,,,,,,,,,"Parte No: PTACP20260492817    Doc ID Sistema: DOC-0012 (SIN: SIN-0005)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0012
Siniestro: SIN-0005
Informacion General
Fecha de Elaboracion:
2026-03-22 Hora: 13:55:00
Parte Policial No:
PTACP20260492817
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0005_DOC-0012.pdf,DOC-0012,PTACP20260492817,2026-03-22,2026-03-17,02:15:00,AV. HURTADO DE MENDOZA /,Robo,PERDIDA DEL VEHICULO,False,True,True,False,False,True,True,5.0,AZY-7734,El ciudadano no presento denuncia policial formal previa a este parte. Monto reclamado a la aseguradora equivale al 87% de la suma asegurada del vehiculo.,,,,,,,,,,
Parte Policial,PP_SIN-0022_DOC-0054.pdf,SIN-0022,,,,,,,,,,,,,"Parte No: PTACP20260183492    Doc ID Sistema: DOC-0054 (SIN: SIN-0022)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0054
Siniestro: SIN-0022
Informacion General
Fecha de Elaboracion:
2026-03-02 Hora: 09:30:00
Parte Policial No:
PTACP20260183492
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0022_DOC-0054.pdf,DOC-0054,PTACP20260183492,2026-03-02,2026-02-13,03:20:00,AV. REPUBLICA / CALLE,Choque,DANOS MATERIALES,False,False,False,False,False,False,False,17.0,PIC-7293,,,,,,,,,,,
Parte Policial,PP_SIN-0040_DOC-0097.pdf,SIN-0040,,,,,,,,,,,,,"Parte No: PTACP20260284716    Doc ID Sistema: DOC-0097 (SIN: SIN-0040)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0097
Siniestro: SIN-0040
Informacion General
Fecha de Elaboracion:
2026-03-13 Hora: 08:55:00
Parte Policial No:
PTACP20260284716
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0040_DOC-0097.pdf,DOC-0097,PTACP20260284716,2026-03-13,2026-03-10,14:30:00,AV. KENNEDY / CALLE JOSE,Choque,LESIONADOS Y DANOS MATERIALES,True,False,False,True,True,False,False,3.0,GYE-1847,,,,,,,,,,,
Parte Policial,PP_SIN-0120_DOC-0296.pdf,SIN-0120,,,,,,,,,,,,,"Parte No: PTACP20260739281    Doc ID Sistema: DOC-0296 (SIN: SIN-0120)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0296
Siniestro: SIN-0120
Informacion General
Fecha de Elaboracion:
2026-05-19 Hora: 10:45:00
Parte Policial No:
PTACP20260739281
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0120_DOC-0296.pdf,DOC-0296,PTACP20260739281,2026-05-19,2026-05-06,16:15:00,AV. UNIVERSITARIA / CALLE SUCRE,,DANOS MATERIALES,False,False,False,False,False,False,False,13.0,LOJ-0294,"IMPORTANTE: El conductor del vehiculo LOJ-0294 indica que el accidente ocurrio el 6 de mayo de 2026, siendo el presente parte elaborado 13 dias despues del hecho declarado.",,,,,,,,,,
Parte Policial,PP_SIN-0217_DOC-0538.pdf,SIN-0217,,,,,,,,,,,,,"Parte No: PTACP20261003847    Doc ID Sistema: DOC-0538 (SIN: SIN-0217)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0538
Siniestro: SIN-0217
Informacion General
Fecha de Elaboracion:
2026-04-30 Hora: 07:20:00
Parte Policial No:
PTACP20261003847
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0217_DOC-0538.pdf,DOC-0538,PTACP20261003847,2026-04-30,2026-04-18,23:45:00,AV. DE LAS AMERICAS / CALLE DEL,Robo,DANOS MATERIALES,False,True,False,False,False,False,True,12.0,AZY-3841,El parte se elabora 12 dias despues del hecho declarado por el ciudadano.,,,,,,,,,,
Parte Policial,PP_SIN-0344_DOC-0862.pdf,SIN-0344,,,,,,,,,,,,,"Parte No: PTACP20260918473    Doc ID Sistema: DOC-0862 (SIN: SIN-0344)    Pag. 1
DOCUMENTO SINTETICO — USO EXCLUSIVO PARA EVALUACION DE PROTOTIPO IA ANTIFRAUDE
Ministerio
del Interior
REPUBLICA DEL ECUADOR — MINISTERIO DEL
INTERIOR
NOTICIA DEL INCIDENTE
Doc ID: DOC-0862
Siniestro: SIN-0344
Informacion General
Fecha de Elaboracion:
2026-04-27 Hora: 07:00:00
Parte Policial No:
PTACP20260918473
Servicio Policial:
PARTE DE TRANSITO (ACCIDENTES)
Identificacion de la Unidad de Policia que intervino
Zo",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\partes_policiales\PP_SIN-0344_DOC-0862.pdf,DOC-0862,PTACP20260918473,2026-04-27,2026-04-16,20:30:00,AV. DANIEL LEON BORJA / CALLE,Choque,PERDIDA TOTAL Y DANOS MATERIALES,False,False,True,False,True,False,False,11.0,CHB-2847,La narrativa de este siniestro presenta similitud del 81% con otro siniestro registrado en el sistema.,,,,,,,,,,
Declaración Accidente,DA_SIN-0378_DOC-0952.pdf,SIN-0378,,,,,,,PIC-5519,,,,,,"Doc ID: DOC-0952  |  Siniestro: SIN-0378  |  Pág. 1
DOCUMENTO SINTÉTICO — USO EXCLUSIVO PARA EVALUACIÓN DE PROTOTIPO IA ANTIFRAUDE
!
aseguradora del sur
ASEGURADORA DEL SUR
FORMULARIO DE RECLAMACIÓN PARA ACCIDENTES DE VEHÍCULO
FR.RE.100 versión 01
Línea de Servicio al Cliente: 099 555 3333.
Matriz - Quito: De Los Naranjos N44-463 y Azucenas - Tel: (02) 299 7500. Ambato: Av. Rodrigo Pachano 13-109. Cuenca: Federico Proaño 365. Guayaquil: Circunvalación
Sur #304. Loja: Av. Orillas del Zamora. Mant",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\declaraciones_accidente\DA_SIN-0378_DOC-0952.pdf,DOC-0952,,,,,"Av. Colón y Calle Versalles, Quito",,,,,,False,,,False,,,,Ruiz Andrade Patricia Elena,VH-2024-109283,15-01-2025,07:10,"Daños frontales severos: capó, parachoques, motor con posible afectación. Cristal parabrisas fisurado.","Circulaba por Av. Colón cuando al intentar pasar la intersección con Versalles el semáforo cambió a rojo y no pude frenar a tiempo, impactando al vehículo que se había detenido frente a mí. Los daños son principalmente en la parte frontal. El conductor del otro vehículo estuvo presente. Solicito inspección para determinar el total de daños.",50.0,True,PIC-2284,True
Declaración Accidente,DA_SIN-0401_DOC-1008.pdf,SIN-0401,,,,,,,TNB-2291,,,,,,"Doc ID: DOC-1008  |  Siniestro: SIN-0401  |  Pág. 1
DOCUMENTO SINTÉTICO — USO EXCLUSIVO PARA EVALUACIÓN DE PROTOTIPO IA ANTIFRAUDE
!
aseguradora del sur
ASEGURADORA DEL SUR
FORMULARIO DE RECLAMACIÓN PARA ACCIDENTES DE VEHÍCULO
FR.RE.100 versión 01
Línea de Servicio al Cliente: 099 555 3333.
Matriz - Quito: De Los Naranjos N44-463 y Azucenas - Tel: (02) 299 7500. Ambato: Av. Rodrigo Pachano 13-109. Cuenca: Federico Proaño 365. Guayaquil: Circunvalación
Sur #304. Loja: Av. Orillas del Zamora. Mant",C:\Users\crist\OneDrive\Escritorio\Cris\Hackaton\hackiathon-aseguradora-del-sur\data\raw\pdfs\declaraciones_accidente\DA_SIN-0401_DOC-1008.pdf,DOC-1008,,,,,"Redondel de la Ex Empresa Eléctrica, Ambato",,,,,,True,,,False,,,,Freire Castillo Marco Antonio,VH-2024-071294,30-10-2024,14:20,"Golpe lateral derecho, espejo retrovisor roto, guardafango trasero derecho abollado.",Me encontraba saliendo del sector Ficoa con dirección al centro de Ambato cuando al llegar al redondel de la Ex Empresa Eléctrica un vehículo que intentaba ingresar a una vía alterna no me cedió el paso e impactó mi vehículo en el costado lateral derecho causando los daños materiales indicados. No se reportan heridos.,40.0,True,TNB-4483,False
